user_id,Estimate.Intercept,Est.Error.Intercept,Q2.5.Intercept,Q97.5.Intercept,Estimate.item_order,Est.Error.item_order,Q2.5.item_order,Q97.5.item_order,FEinterceptEstimate,FEitemOrderEstimate,Estimate.InterceptACTUAL,Estimate.item_orderACTUAL
1652910892507_s7rvi,0.0531211486314521,0.0802623629191092,-0.105709765254347,0.213160534927024,0.0108192408764863,0.0635090337909072,-0.111079216596936,0.134438698343912,0.460105258297801,-0.0671719905403295,0.513226406929254,-0.0563527496638432
1652910937570_36he4,0.618686731117621,0.0786425677854427,0.468277004940939,0.775073035398989,0.0129201232375151,0.0632887089856036,-0.111528818546325,0.13617583076983,0.460105258297801,-0.0671719905403295,1.07879198941542,-0.0542518673028144
1652911186405_dlpvo,-0.422980895643872,0.0798400752663816,-0.574725627870606,-0.264159999248353,0.0705862932684195,0.0644438360192731,-0.0565358112836316,0.197126277973538,0.460105258297801,-0.0671719905403295,0.0371243626539295,0.00341430272809
1652911329308_zoysq,0.144214625193309,0.0785055123827566,-0.00982866570778107,0.29942029212015,-0.172293516884753,0.0613052990913891,-0.289545248443466,-0.0528223701389078,0.460105258297801,-0.0671719905403295,0.604319883491111,-0.239465507425083
1652911700844_nwdn5,0.559639439545315,0.0792534079080061,0.405894050295853,0.715889604969137,0.0518139443755259,0.0637346085330954,-0.0786315972252842,0.17795630995531,0.460105258297801,-0.0671719905403295,1.01974469784312,-0.0153580461648036
1652911734820_v3t3k,-0.0947317531542397,0.0763842055863008,-0.246240057462549,0.0538115150589849,-0.0109856092459007,0.0627056334318131,-0.13344415801346,0.114359125358254,0.460105258297801,-0.0671719905403295,0.365373505143562,-0.0781575997862302
1652912696029_jqedq,-0.453231674947572,0.0789079596047501,-0.600691141411738,-0.294176248964915,0.0516324474415297,0.063666656275619,-0.0737918969999954,0.174397807526022,0.460105258297801,-0.0671719905403295,0.00687358335022947,-0.0155395430987998
1652915852387_dmgxa,0.112587260029846,0.0767719430759918,-0.0305124523857882,0.26832368852974,0.133572846580685,0.0624118150678782,0.0125100192134799,0.255609072212893,0.460105258297801,-0.0671719905403295,0.572692518327648,0.0664008560403555
1652917134182_wm0ng,-0.452914201796622,0.0790552772887608,-0.607054506265596,-0.298438571576731,0.0518900357641847,0.0627823079048452,-0.0710364705361673,0.175532642198284,0.460105258297801,-0.0671719905403295,0.00719105650118002,-0.0152819547761448
1653058698136_777ag,-0.451614477151949,0.0794601793919402,-0.605837827918855,-0.293158830089453,0.0528638865439758,0.064235075424476,-0.0720957410296161,0.177635102930861,0.460105258297801,-0.0671719905403295,0.00849078114585283,-0.0143081039963537
1653058701844_6mf6f,-0.453225146752434,0.0781516530011872,-0.607567173151904,-0.302505144636695,0.0533132841699999,0.0630270085484908,-0.0730439428981103,0.178516352369658,0.460105258297801,-0.0671719905403295,0.00688011154536794,-0.0138587063703296
1653058712144_bk9sd,0.529047408667389,0.0778389193640612,0.375248051795849,0.678446283177687,0.0475941195783133,0.0639877627003852,-0.0759289453504518,0.169509485342887,0.460105258297801,-0.0671719905403295,0.98915266696519,-0.0195778709620162
1653058956851_6lcq3,-0.362884048421341,0.0806531111082249,-0.521992153688246,-0.207413019876544,-0.0349993780833422,0.0608483174667018,-0.15422817514032,0.0823772331653761,0.460105258297801,-0.0671719905403295,0.0972212098764603,-0.102171368623672
1653059027181_uw94w,-0.122701416023925,0.078782050553945,-0.278876113903828,0.030667087730909,-0.220220060377966,0.0629835387164176,-0.346259227792583,-0.0995939111358354,0.460105258297801,-0.0671719905403295,0.337403842273876,-0.287392050918296
1653059491671_hatr8,-0.451287461888111,0.079623740213437,-0.606683190513632,-0.298112533630063,0.0522466832400198,0.0655633886009426,-0.0753292210753756,0.181103643140123,0.460105258297801,-0.0671719905403295,0.00881779640969005,-0.0149253073003097
1653059530997_hamc6,-0.453019192526858,0.0760457921529792,-0.601982282989704,-0.301116083049573,0.0520528440477273,0.062529545786728,-0.0669124206132032,0.17296486257391,0.460105258297801,-0.0671719905403295,0.00708606577094373,-0.0151191464926021
1653059645734_eyjpb,-0.333524750573383,0.0782236438222066,-0.485005788704989,-0.177651923831179,0.0335251406821101,0.0640613125008952,-0.0926675763602564,0.158665146740299,0.460105258297801,-0.0671719905403295,0.126580507724419,-0.0336468498582194
1653059764677_g457o,-0.360676660888977,0.0783525419104444,-0.510986493553244,-0.210077078009003,-0.0140880189307374,0.0636199692909678,-0.136415891422884,0.108430887650085,0.460105258297801,-0.0671719905403295,0.0994285974088248,-0.0812600094710669
1653059838532_l7ugh,-0.362183490707381,0.0781018836403102,-0.519859786647779,-0.214920335075506,0.0498979624166946,0.0641157173971286,-0.0726071640019116,0.174631348598154,0.460105258297801,-0.0671719905403295,0.0979217675904208,-0.0172740281236349
1653059981552_epp54,-0.422997408727336,0.080037761028453,-0.583603404175546,-0.26456052005078,0.020813171326042,0.0626707398924522,-0.100006842058477,0.143149780229172,0.460105258297801,-0.0671719905403295,0.037107849570466,-0.0463588192142875
1653060370152_6hkrp,0.529628186151205,0.0816123305741958,0.371172107101749,0.687642253548998,0.0472730341273773,0.062992712831338,-0.0772495672633648,0.170225106508609,0.460105258297801,-0.0671719905403295,0.989733444449006,-0.0198989564129522
1653060498976_sca23,0.770570692884838,0.0783939605402034,0.618941254387061,0.922642431722699,-0.220581370612855,0.0638155409500216,-0.345475903833102,-0.0950603553185689,0.460105258297801,-0.0671719905403295,1.23067595118264,-0.287753361153185
1653060704864_ljej1,-0.451671212436823,0.0805550310160626,-0.607783620525163,-0.295520543577725,0.0532461664640497,0.0626407495050822,-0.0691782000753173,0.174349444969162,0.460105258297801,-0.0671719905403295,0.00843404586097823,-0.0139258240762798
1653060869132_1ud4e,-0.453295736289151,0.0775867708156997,-0.603685361220174,-0.303412783036396,0.0524862451430303,0.0645278361222957,-0.0761110592409623,0.178933616468321,0.460105258297801,-0.0671719905403295,0.00680952200865026,-0.0146857453972992
1653060899172_wodo6,0.53091737480138,0.0787603387180057,0.379830301057215,0.683023520266782,0.0478873453194171,0.0628430695559916,-0.0738350360824425,0.170772459653617,0.460105258297801,-0.0671719905403295,0.991022633099181,-0.0192846452209124
1653061087712_647b1,0.589994967263647,0.0799721851925234,0.434099227742022,0.745978441601396,-0.00985896366604835,0.062010452168786,-0.129660854266005,0.112357667058992,0.460105258297801,-0.0671719905403295,1.05010022556145,-0.0770309542063778
1653061260894_c77bd,-0.393903375206027,0.0816979707595331,-0.563655969823153,-0.238307817938097,-0.0154554005845193,0.0638311657005121,-0.144597809979594,0.106180078146607,0.460105258297801,-0.0671719905403295,0.0662018830917747,-0.0826273911248487
1653061410005_3gk6c,0.590236054668672,0.0782985572346591,0.431924903428105,0.740440844736662,0.0974606286560497,0.0646654403918915,-0.0295109683056801,0.224925782547925,0.460105258297801,-0.0671719905403295,1.05034131296647,0.0302886381157203
1653061489434_cin1n,0.531032630396412,0.0793513890583508,0.374144628034198,0.685992831920088,0.0474387480053038,0.0628969130786033,-0.0760923246084657,0.172994600527032,0.460105258297801,-0.0671719905403295,0.991137888694214,-0.0197332425350257
1653061860720_nh4cp,-0.453293148527772,0.0800244326813318,-0.613027652158776,-0.297220093980236,0.0516603424603859,0.0632261407398142,-0.0740401983318104,0.1767348793877,0.460105258297801,-0.0671719905403295,0.00681210977002955,-0.0155116480799436
1653062005559_od6jw,2.01807735390085,0.0794605307213191,1.86727392750583,2.17828441493911,-0.0259396416109373,0.0642425702709104,-0.150819778421548,0.0980549405639143,0.460105258297801,-0.0671719905403295,2.47818261219865,-0.0931116321512667
1653062029852_8jzvt,0.352798576005563,0.080028356365205,0.19670805006558,0.50595068857502,-0.260562968790811,0.0618016496052322,-0.381700724005451,-0.142201826233747,0.460105258297801,-0.0671719905403295,0.812903834303365,-0.327734959331141
1653062660536_840w8,-0.362963801154943,0.0785892093212057,-0.516269101600503,-0.207936560339505,0.00606931214206416,0.0620403554328651,-0.116525052408322,0.123480620081602,0.460105258297801,-0.0671719905403295,0.0971414571428582,-0.0611026783982653
