user_id,Estimate.Intercept,Est.Error.Intercept,Q2.5.Intercept,Q97.5.Intercept,Estimate.item_order,Est.Error.item_order,Q2.5.item_order,Q97.5.item_order,FEinterceptEstimate,FEitemOrderEstimate,Estimate.InterceptACTUAL,Estimate.item_orderACTUAL
1651266713669_4rjfd,1.30528514574837,0.265960037713041,0.803158897745773,1.8384333479673,0.31357032298153,0.244723725622715,-0.161362985819581,0.778223532122755,7.46405598724943,-0.504691484585665,8.7693411329978,-0.191121161604136
1651266714825_dg03x,1.24809185060167,0.273846689663928,0.710603348506564,1.78489603694229,0.331390638516312,0.266676533331389,-0.185919658452608,0.860067842266189,7.46405598724943,-0.504691484585665,8.7121478378511,-0.173300846069354
1651266768224_ik0xd,0.336048263361719,0.26531761127525,-0.187706190699071,0.859176449791793,0.448331501110137,0.244554104674269,-0.0258796822462221,0.927215094835648,7.46405598724943,-0.504691484585665,7.80010425061115,-0.0563599834755282
1651267028213_uqb59,-0.284142577782899,0.267438409067741,-0.808355473662417,0.227795583555223,0.24052418474427,0.260423180081484,-0.271938352605549,0.75616252412604,7.46405598724943,-0.504691484585665,7.17991340946653,-0.264167299841396
1651511960177_s5g4r,0.539274509515661,0.266924681094676,0.0272125475473134,1.07524528662453,-0.186211698576239,0.247802353303483,-0.682239177055373,0.288690310163971,7.46405598724943,-0.504691484585665,8.00333049676509,-0.690903183161905
1651511980393_aowof,2.01070563768855,0.272475933385404,1.49027365953157,2.56105275064449,0.425734718840453,0.286868470017671,-0.130801555877245,0.990795841921613,7.46405598724943,-0.504691484585665,9.47476162493798,-0.0789567657452127
1651511997007_swtqi,-2.63695098363967,0.259575313156614,-3.13891799210374,-2.12351539541576,-0.167435865890105,0.254079144341549,-0.662531379399581,0.324755501299175,7.46405598724943,-0.504691484585665,4.82710500360976,-0.672127350475771
1651512010799_gz3iy,1.60553697909098,0.297570806911591,1.03284612374252,2.18039916912399,0.393110298175987,0.26734431431117,-0.131790370015467,0.91396756587888,7.46405598724943,-0.504691484585665,9.06959296634041,-0.111581186409678
1651512050061_al18t,-1.17829148838684,0.274144044726706,-1.697143234857,-0.637955686032994,0.351370439068582,0.262332522530058,-0.158714701286342,0.871700895449014,7.46405598724943,-0.504691484585665,6.2857644988626,-0.153321045517084
1651512071559_wrgrn,-0.461735605984784,0.259980403073282,-0.954582937169187,0.0497393594288428,0.0968779273737998,0.247630076145239,-0.381371836266486,0.573358834414758,7.46405598724943,-0.504691484585665,7.00232038126465,-0.407813557211866
1651512078498_7on37,-1.36146508993824,0.269641351776004,-1.8855648793974,-0.844639032839567,-1.83093872372491,0.2523306928176,-2.32959605481634,-1.34960254057761,7.46405598724943,-0.504691484585665,6.10259089731119,-2.33563020831057
1651512111158_7upx7,1.92666312653367,0.279009662263411,1.38360870572354,2.46340323239386,0.503484224202299,0.290750183961179,-0.0848161568179381,1.07692691799858,7.46405598724943,-0.504691484585665,9.3907191137831,-0.00120726038336638
1651512137314_s2xus,0.32250950839981,0.271161547537931,-0.219193158000452,0.856483311953127,0.120794658274141,0.262902986337529,-0.382407553926708,0.629262369101107,7.46405598724943,-0.504691484585665,7.78656549564924,-0.383896826311524
1651512175264_lyp5m,0.604934376733332,0.267995088298676,0.067086787468176,1.12390628260976,0.589126135186289,0.254154102860501,0.0882444401171391,1.08407926326957,7.46405598724943,-0.504691484585665,8.06899036398276,0.0844346506006233
1651512191471_3rm0p,-0.184268208646095,0.258461097485203,-0.703558384539364,0.325603622899436,0.476010295645857,0.243199381628194,0.00326659984452286,0.947870368942015,7.46405598724943,-0.504691484585665,7.27978777860334,-0.0286811889398085
1651512274788_af3qo,0.0859503600948676,0.265483136507766,-0.431586989543352,0.592549966460453,0.0676029241236961,0.255260376633575,-0.424742591386779,0.571169341691116,7.46405598724943,-0.504691484585665,7.5500063473443,-0.437088560461969
1651512295564_9bub0,-3.95838716159214,0.26534371833126,-4.47971899307689,-3.4215926609864,-0.470408177969913,0.249558171881418,-0.954143492910678,0.015254100369545,7.46405598724943,-0.504691484585665,3.50566882565729,-0.975099662555579
1651512364320_o82dr,0.708295610396116,0.268574119964853,0.190944604153621,1.22395264585302,0.158989181217428,0.249831314502933,-0.334217211409014,0.645874258791414,7.46405598724943,-0.504691484585665,8.17235159764555,-0.345702303368237
1651512437878_2glg1,1.09483391650125,0.267775926365859,0.55896027243994,1.61505964327283,0.285937994596597,0.268367155182843,-0.234616200130995,0.81812608152529,7.46405598724943,-0.504691484585665,8.55888990375068,-0.218753489989068
1651512518943_8masg,-2.62600642925625,0.26386913211366,-3.14026985619955,-2.11114998834761,-1.26985649933261,0.247927229333253,-1.75094427701092,-0.785480697308947,7.46405598724943,-0.504691484585665,4.83804955799318,-1.77454798391828
1651512528420_4te59,0.263216981931104,0.257533005407444,-0.246789683181888,0.774035163981763,0.141821790082568,0.237000289441769,-0.318856436629033,0.608638488162991,7.46405598724943,-0.504691484585665,7.72727296918053,-0.362869694503097
1651512544045_4e442,1.10046793253335,0.271999693459045,0.57471539333341,1.62692467942609,0.602078288251928,0.255689418055592,0.0913648534151482,1.11213744652847,7.46405598724943,-0.504691484585665,8.56452391978278,0.0973868036662623
1651512610351_g9pt3,-0.884221932173711,0.268442941239424,-1.42300500842013,-0.360284056980219,0.977128186788454,0.255619925247098,0.473671230035441,1.47427878213636,7.46405598724943,-0.504691484585665,6.57983405507572,0.472436702202788
1651512616340_esi6r,-0.891144814643097,0.270491570845145,-1.41027984524492,-0.366265466309312,-0.210951884196052,0.255711100340419,-0.70761607747301,0.293705232111881,7.46405598724943,-0.504691484585665,6.57291117260633,-0.715643368781717
1651512630153_xyi99,1.76796885960468,0.271211046825558,1.25093777010332,2.31227981206945,0.424995520316489,0.261474977879478,-0.0839947894189259,0.93951467672255,7.46405598724943,-0.504691484585665,9.23202484685411,-0.0796959642691768
1651512652630_w6dvp,1.12493279115452,0.274934154087526,0.596553771236371,1.64591255049057,0.241178454059667,0.25729574690566,-0.269962459653413,0.733557230054908,7.46405598724943,-0.504691484585665,8.58898877840395,-0.263513030525998
1651512739156_yvk5k,-2.87092179366798,0.269409493913992,-3.39409806580463,-2.35066612657632,-0.98981094840284,0.258130525570785,-1.49382215029725,-0.492179140719662,7.46405598724943,-0.504691484585665,4.59313419358145,-1.4945024329885
1651512788954_7gwfo,-0.65497854229176,0.279598576309862,-1.20924190079566,-0.120867931817266,-0.132964650450559,0.274200667981573,-0.658075079814998,0.408386908745693,7.46405598724943,-0.504691484585665,6.80907744495767,-0.637656135036225
1651512793420_62mjh,1.58667310262618,0.275143063998237,1.04427070833335,2.1199002544444,0.381329007125621,0.256643255543118,-0.131568171140812,0.882148878458345,7.46405598724943,-0.504691484585665,9.05072908987561,-0.123362477460045
1651512882260_e64xj,0.736537906689944,0.263255711922381,0.233200262150026,1.26656814208524,0.639433094855128,0.249633703700321,0.148708558683489,1.12774300941679,7.46405598724943,-0.504691484585665,8.20059389393938,0.134741610269462
1651512962914_u9rdr,0.935504147616011,0.277517337967593,0.391825479017102,1.48031275037872,-0.260976228354245,0.262997243464896,-0.782099176024838,0.243435835941807,7.46405598724943,-0.504691484585665,8.39956013486544,-0.76566771293991
1651512989240_wr923,0.438340400024185,0.26420415913533,-0.0859774948003956,0.965545062708949,-0.0526445948395644,0.251704973529303,-0.541317258994496,0.439154536834868,7.46405598724943,-0.504691484585665,7.90239638727362,-0.55733607942523
1651513007829_6fa87,0.684242987313172,0.277453697435817,0.151404032072736,1.2321354155612,0.367400192675523,0.267727255769138,-0.148748046216904,0.888945302447949,7.46405598724943,-0.504691484585665,8.1482989745626,-0.137291291910142
1651513161188_vuhoo,-1.53478097819969,0.27430589204395,-2.07014862526298,-0.998362840007005,-0.817730862194608,0.271707560271414,-1.35530188392849,-0.291040833746329,7.46405598724943,-0.504691484585665,5.92927500904975,-1.32242234678027
1651513535779_l0w53,0.946803978078741,0.266059689727407,0.411523816432327,1.45726046152641,0.234365015870379,0.260440138921058,-0.277312107165046,0.74248380440163,7.46405598724943,-0.504691484585665,8.41085996532817,-0.270326468715287
1651514062829_fjrfi,0.778229173419212,0.275641010912888,0.216645773687498,1.33062469472273,0.0701980197230154,0.252036815301471,-0.415112969055434,0.555861437041136,7.46405598724943,-0.504691484585665,8.24228516066864,-0.43449346486265
1651514178175_qqrm8,-0.723205413673073,0.270956405445742,-1.2550474482408,-0.201893902582552,0.266499498434446,0.257689423687322,-0.244885245662736,0.755126783703696,7.46405598724943,-0.504691484585665,6.74085057357636,-0.238191986151219
1651514190929_7ix74,0.866780667352819,0.26355247973611,0.341172091973936,1.38670363495454,0.337777784408311,0.248258503078544,-0.149352973809599,0.820154466329539,7.46405598724943,-0.504691484585665,8.33083665460225,-0.166913700177354
1651514212604_62dey,0.378270959934689,0.274957106801497,-0.163632773483058,0.908349178834162,0.109707110169054,0.256032218780398,-0.38450039460863,0.61620223379855,7.46405598724943,-0.504691484585665,7.84232694718412,-0.394984374416611
1651514557934_7zuaj,-1.47292734315413,0.269488785305613,-2.0188846907347,-0.954091902339372,0.306617831148603,0.256905569927967,-0.210946578514466,0.822055781186206,7.46405598724943,-0.504691484585665,5.9911286440953,-0.198073653437063
1651514663349_m7cxm,-1.84310462246255,0.267972244270549,-2.3579044752438,-1.31078763990632,-0.141235702318053,0.254556669336032,-0.639334279039962,0.358072079212434,7.46405598724943,-0.504691484585665,5.62095136478689,-0.645927186903719
1651514799965_904o3,-0.259778464197248,0.25595711850691,-0.756005803379599,0.252052312326249,0.529834561169574,0.235694120525041,0.0703670633368875,0.995502224984733,7.46405598724943,-0.504691484585665,7.20427752305218,0.0251430765839088
1651514807147_1kzmo,1.26173676511681,0.267080220306047,0.737670733355246,1.79576581138182,0.386278305732309,0.244026677504745,-0.0778101727763409,0.868978423984311,7.46405598724943,-0.504691484585665,8.72579275236624,-0.118413178853356
1651515022981_lg0r5,0.726036066487409,0.271792261622929,0.199349960466032,1.24647855957279,0.0253361099165721,0.253545532712463,-0.464055488200672,0.527826741122742,7.46405598724943,-0.504691484585665,8.19009205373684,-0.479355374669093
1651515026260_d03kx,0.928077914776344,0.270139976266877,0.396040486688372,1.4622763974425,0.556482121567363,0.302958102380452,-0.0375585028314771,1.1424106027045,7.46405598724943,-0.504691484585665,8.39213390202577,0.0517906369816978
1651515194751_g1hnv,0.399828513710342,0.264271401264723,-0.123074711740124,0.916133678373678,0.302672177322095,0.263404812353455,-0.201366930805213,0.822247123522766,7.46405598724943,-0.504691484585665,7.86388450095977,-0.202019307263571
1651515621208_dwe6f,-0.103855452367152,0.265175029760366,-0.611906409707978,0.426537255719226,0.67362057638575,0.251513798772906,0.188390619048868,1.17248754432069,7.46405598724943,-0.504691484585665,7.36020053488228,0.168929091800085
