user_id,field,response,attention,news_eval,condition,ip_address,ipblock
1651266678147_sv46w,election-importance,5_high-importance,0.5,5,0.5,71.212.155.14,0
1651266678147_sv46w,election-newsworthiness,2_very-low-newsworthiness,0.5,2,0.5,71.212.155.14,0
1651266678147_sv46w,johnny-importance,5_high-importance,0.5,5,0.5,71.212.155.14,0
1651266678147_sv46w,johnny-newsworthiness,5_high-newsworthiness,0.5,5,0.5,71.212.155.14,0
1651266678147_sv46w,willsmith-importance,5_high-importance,0.5,5,0.5,71.212.155.14,0
1651266678147_sv46w,willsmith-newsworthiness,4_some-newsworthiness,0.5,4,0.5,71.212.155.14,0
1651266679690_pjovw,election-importance,5_high-importance,1,5,-0.5,76.26.87.87,0
1651266679690_pjovw,election-newsworthiness,5_high-newsworthiness,1,5,-0.5,76.26.87.87,0
1651266679690_pjovw,johnny-importance,1_no-importance,1,1,-0.5,76.26.87.87,0
1651266679690_pjovw,johnny-newsworthiness,1_no-newsworthiness,1,1,-0.5,76.26.87.87,0
1651266679690_pjovw,willsmith-importance,1_no-importance,1,1,-0.5,76.26.87.87,0
1651266679690_pjovw,willsmith-newsworthiness,1_no-newsworthiness,1,1,-0.5,76.26.87.87,0
1651266713669_4rjfd,election-importance,5_high-importance,1,5,0.5,71.61.235.88,0
1651266713669_4rjfd,election-newsworthiness,5_high-newsworthiness,1,5,0.5,71.61.235.88,0
1651266713669_4rjfd,johnny-importance,4_some-importance,1,4,0.5,71.61.235.88,0
1651266713669_4rjfd,johnny-newsworthiness,5_high-newsworthiness,1,5,0.5,71.61.235.88,0
1651266713669_4rjfd,willsmith-importance,2_very-low-importance,1,2,0.5,71.61.235.88,0
1651266713669_4rjfd,willsmith-newsworthiness,2_very-low-newsworthiness,1,2,0.5,71.61.235.88,0
1651266714825_dg03x,election-importance,6_very-high-importance,1,6,0.5,173.23.107.143,0
1651266714825_dg03x,election-newsworthiness,6_very-high-newsworthiness,1,6,0.5,173.23.107.143,0
1651266714825_dg03x,johnny-importance,1_no-importance,1,1,0.5,173.23.107.143,0
1651266714825_dg03x,johnny-newsworthiness,1_no-newsworthiness,1,1,0.5,173.23.107.143,0
1651266714825_dg03x,willsmith-importance,1_no-importance,1,1,0.5,173.23.107.143,0
1651266714825_dg03x,willsmith-newsworthiness,1_no-newsworthiness,1,1,0.5,173.23.107.143,0
1651266725098_l22v9,election-importance,3_low-importance,1,3,-0.5,75.90.104.36,0
1651266725098_l22v9,election-newsworthiness,3_low-newsworthiness,1,3,-0.5,75.90.104.36,0
1651266725098_l22v9,johnny-importance,4_some-importance,1,4,-0.5,75.90.104.36,0
1651266725098_l22v9,johnny-newsworthiness,4_some-newsworthiness,1,4,-0.5,75.90.104.36,0
1651266725098_l22v9,willsmith-importance,3_low-importance,1,3,-0.5,75.90.104.36,0
1651266725098_l22v9,willsmith-newsworthiness,3_low-newsworthiness,1,3,-0.5,75.90.104.36,0
1651266737130_jhzsz,election-importance,6_very-high-importance,1,6,0.5,67.63.94.123,0
1651266737130_jhzsz,election-newsworthiness,6_very-high-newsworthiness,1,6,0.5,67.63.94.123,0
1651266737130_jhzsz,johnny-importance,3_low-importance,1,3,0.5,67.63.94.123,0
1651266737130_jhzsz,johnny-newsworthiness,4_some-newsworthiness,1,4,0.5,67.63.94.123,0
1651266737130_jhzsz,willsmith-importance,1_no-importance,1,1,0.5,67.63.94.123,0
1651266737130_jhzsz,willsmith-newsworthiness,2_very-low-newsworthiness,1,2,0.5,67.63.94.123,0
1651266747983_lpbhe,election-importance,5_high-importance,1,5,-0.5,67.241.32.251,0
1651266747983_lpbhe,election-newsworthiness,5_high-newsworthiness,1,5,-0.5,67.241.32.251,0
